Sex,Age,Name,State,Address,Famsize,Pstatus,Medu,Fedu,Mjob,Fjob,Guardian,Math_Score,Reading_Score,Writing_Score,Attendance_Rate,Suspensions,Expulsions,Teacher_Support,Counseling,Social_Worker_Visits,Parental_Involvement,GPA
Female,17,Charlotte Williams,Oregon,Urban,LE3,A,Graduate,Graduate,Teacher,Teacher,Mother,70.0,70.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,3.078755751
Female,15,Harper Johnson,Arizona,Urban,GT3,T,Graduate,Graduate,At_home,At_home,Father,70.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,3.078995799
Female,16,Isabella Brown,Utah,Urban,GT3,T,Graduate,Graduate,At_home,At_home,Mother,60.0,60.0,,80.0,0,,Medium,No,0,Medium,3.080916183
Male,15,Noah Brown,Arizona,Urban,LE3,T,PostGraduate,PostGraduate,Services,At_home,Mother,,90.0,80.0,90.0,0,0.0,High,No,0,High,3.620784157
Male,15,Liam Jones,Oregon,Rural,LE3,T,PostGraduate,PostGraduate,Services,Health,Other,100.0,90.0,80.0,100.0,0,0.0,High,No,0,High,3.518283657
Male,16,Noah Brown,Utah,Rural,GT3,T,Graduate,Graduate,Health,Other,Mother,70.0,70.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,3.106121224
Female,17,Charlotte Smith,Oregon,Rural,LE3,T,Graduate,Graduate,Health,Teacher,Father,60.0,70.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,3.081396279
Male,15,Logan Jones,California,Urban,GT3,T,Graduate,Graduate,Other,Teacher,Mother,,60.0,70.0,70.0,0,0.0,Medium,No,0,Medium,3.09819964
Female,15,Evelyn Johnson,Oregon,Urban,LE3,A,PostGraduate,PostGraduate,At_home,Health,Mother,90.0,80.0,,90.0,0,0.0,High,No,0,High,
Female,15,Ava Johnson,Utah,Urban,LE3,T,Graduate,Graduate,Health,At_home,Father,70.0,70.0,,70.0,0,0.0,Medium,No,0,Medium,3.082596519
Female,16,Amelia Johnson,Utah,Urban,GT3,T,Graduate,Graduate,Services,Other,Mother,60.0,70.0,70.0,70.0,0,0.0,Medium,No,0,Medium,3.10420084
Male,15,Elijah Johnson,Nevada,Rural,LE3,A,PostGraduate,PostGraduate,At_home,Services,Other,80.0,90.0,90.0,100.0,0,0.0,High,No,0,High,3.538207642
Female,15,Isabella Johnson,Nevada,Urban,LE3,A,Graduate,Graduate,Health,Health,Father,60.0,70.0,70.0,70.0,0,0.0,Medium,No,0,Medium,3.083076615
Male,15,Lucas Brown,Utah,Urban,GT3,A,Graduate,Graduate,Other,Other,Father,60.0,70.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,3.083316663
Male,17,William Brown,California,Urban,GT3,T,Graduate,Graduate,Other,Health,Mother,70.0,70.0,70.0,70.0,0,0.0,Medium,No,0,Medium,3.083796759
Male,17,Oliver Jones,Utah,Rural,LE3,A,PostGraduate,PostGraduate,Other,Health,Other,80.0,100.0,90.0,90.0,0,0.0,High,No,0,High,
Male,17,Oliver Brown,California,Urban,LE3,T,PostGraduate,PostGraduate,Other,Services,Other,70.0,100.0,100.0,90.0,0,0.0,High,No,0,High,3.528845769
Male,15,Benjamin Brown,Nevada,Urban,GT3,A,PostGraduate,PostGraduate,Services,Other,Father,,,90.0,100.0,0,0.0,High,No,0,High,3.529085817
Male,15,James Jones,Utah,Urban,LE3,T,Graduate,Graduate,Other,At_home,Father,,60.0,60.0,80.0,0,0.0,Medium,No,0,Medium,3.127965593
Male,15,Liam Johnson,Nevada,Urban,GT3,A,Graduate,Graduate,Teacher,Other,Mother,70.0,60.0,60.0,80.0,0,0.0,Medium,No,0,Medium,3.127245449
Male,17,William Johnson,Oregon,Urban,LE3,T,PostGraduate,PostGraduate,Other,Other,Father,80.0,90.0,90.0,100.0,0,0.0,High,No,0,High,3.526205241
Female,17,Sophia Jones,Arizona,Rural,LE3,T,Graduate,Graduate,Health,At_home,Other,70.0,60.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,3.131086217
Female,16,Mia Smith,Arizona,Urban,GT3,T,Graduate,Graduate,At_home,Services,Mother,70.0,,70.0,70.0,0,0.0,Medium,No,0,Medium,3.135167033
Male,17,William Brown,Nevada,Urban,GT3,A,PostGraduate,PostGraduate,Health,Other,Mother,90.0,90.0,80.0,100.0,0,0.0,High,Yes,0,High,3.494758952
Male,16,Elijah Brown,Oregon,Urban,LE3,A,PostGraduate,PostGraduate,At_home,At_home,Other,80.0,100.0,100.0,100.0,0,0.0,High,No,0,High,3.620064013
Male,15,Elijah Johnson,Utah,Urban,LE3,A,PostGraduate,PostGraduate,Services,Health,Other,80.0,90.0,100.0,90.0,0,0.0,High,Yes,0,High,3.675515103
Male,15,Oliver Brown,Oregon,Urban,LE3,A,Graduate,Graduate,At_home,Health,Father,70.0,,60.0,70.0,0,0.0,Medium,Yes,0,Medium,
Male,15,Oliver Johnson,Utah,Rural,LE3,A,Graduate,Graduate,Teacher,At_home,Other,60.0,70.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,3.119323865
Female,15,Olivia Johnson,Arizona,Urban,GT3,T,Graduate,Graduate,Other,Health,Mother,60.0,60.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,3.117163433
Male,15,Lucas Williams,Oregon,Rural,LE3,A,Graduate,Graduate,Health,Other,Mother,,70.0,70.0,70.0,0,0.0,Medium,No,0,Medium,
Male,15,Liam Brown,Arizona,Rural,LE3,T,PostGraduate,PostGraduate,At_home,At_home,Other,90.0,80.0,90.0,90.0,15,0.0,High,Yes,0,High,3.623664733
Male,15,Mason Williams,Utah,Urban,GT3,T,PostGraduate,PostGraduate,Health,Other,Father,90.0,80.0,80.0,100.0,0,0.0,High,No,0,High,3.242468494
Female,18,Harper Johnson,Arizona,Urban,GT3,T,PostGraduate,PostGraduate,Other,Teacher,Mother,80.0,80.0,,100.0,0,0.0,High,No,0,High,3.696639328
Female,15,Evelyn Brown,Oregon,Rural,GT3,T,PostGraduate,PostGraduate,Services,Services,Father,70.0,100.0,80.0,100.0,0,0.0,High,No,0,High,3.508681736
Male,18,James Brown,Arizona,Urban,LE3,A,Graduate,Graduate,Other,Services,Other,70.0,70.0,60.0,80.0,0,0.0,Medium,No,0,Medium,3.075395079
Female,16,Olivia Williams,California,Rural,GT3,A,PostGraduate,PostGraduate,Services,Services,Father,,80.0,100.0,90.0,0,0.0,High,Yes,0,High,3.23814763
Female,15,Emma Williams,Nevada,Rural,GT3,A,Graduate,Graduate,Health,At_home,Mother,70.0,,60.0,70.0,0,0.0,Medium,No,0,Medium,3.073954791
Female,16,Olivia Smith,Oregon,Urban,LE3,A,PostGraduate,PostGraduate,Services,Teacher,Other,100.0,100.0,,100.0,0,0.0,High,Yes,0,High,3.624144829
Female,15,Mia Jones,Utah,Urban,GT3,A,Graduate,Graduate,Services,Services,Mother,60.0,60.0,60.0,,0,0.0,Medium,Yes,0,Medium,3.073234647
Female,19,Sophia Smith,California,Rural,GT3,A,Graduate,Graduate,Services,Other,Mother,70.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,3.072754551
Female,17,Charlotte Johnson,Utah,Urban,LE3,T,PostGraduate,PostGraduate,Services,Services,Other,70.0,80.0,90.0,90.0,0,0.0,High,No,0,High,
Female,16,Evelyn Jones,California,Rural,GT3,A,Graduate,Graduate,Services,Teacher,Father,60.0,60.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,3.071074215
Female,17,Olivia Jones,California,Rural,LE3,T,Graduate,Graduate,At_home,Other,Other,60.0,60.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,
Male,16,Oliver Smith,Oregon,Urban,GT3,T,Graduate,Graduate,Services,Other,Mother,60.0,70.0,,80.0,0,0.0,Medium,Yes,0,Medium,3.070354071
Male,15,Logan Jones,Oregon,Rural,GT3,T,PostGraduate,PostGraduate,Services,At_home,Mother,100.0,80.0,80.0,90.0,0,0.0,High,No,0,High,3.575655131
Female,15,Emma Brown,Nevada,Rural,GT3,T,Graduate,Graduate,Other,At_home,Mother,70.0,60.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,3.069873975
Female,15,Emma Johnson,Arizona,Rural,LE3,A,PostGraduate,PostGraduate,Other,Health,Other,70.0,90.0,90.0,100.0,0,0.0,High,No,0,High,3.575895179
Male,15,Benjamin Johnson,Arizona,Rural,GT3,A,Graduate,Graduate,Other,Teacher,Other,60.0,60.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,3.076595319
Male,15,Liam Jones,Nevada,Rural,GT3,T,Graduate,Graduate,Services,Other,Other,60.0,70.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,3.083556711
Female,16,Harper Johnson,California,Rural,GT3,A,PostGraduate,PostGraduate,Other,Teacher,Other,100.0,90.0,90.0,100.0,0,0.0,High,No,0,High,3.628705741
Male,16,James Jones,Nevada,Urban,GT3,T,PostGraduate,PostGraduate,At_home,Services,Father,80.0,100.0,80.0,90.0,0,0.0,High,Yes,0,High,3.570134027
Female,18,Mia Johnson,Nevada,Rural,LE3,T,PostGraduate,PostGraduate,Health,Services,Mother,80.0,90.0,80.0,100.0,0,0.0,High,No,0,High,3.235267053
Male,15,Mason Smith,Oregon,Rural,GT3,T,PostGraduate,PostGraduate,Other,Health,Father,100.0,90.0,100.0,90.0,0,0.0,High,Yes,0,High,3.234786957
Female,15,Amelia Smith,Arizona,Urban,GT3,T,Graduate,Graduate,Other,Other,Mother,70.0,70.0,60.0,80.0,0,0.0,Medium,No,0,Medium,3.081636327
Male,15,Benjamin Smith,Nevada,Urban,GT3,A,PostGraduate,PostGraduate,At_home,Other,Mother,80.0,,90.0,90.0,0,0.0,High,No,0,High,3.232866573
Female,16,Amelia Brown,Nevada,Urban,GT3,T,PostGraduate,PostGraduate,Teacher,Health,Father,70.0,90.0,100.0,90.0,0,,High,No,0,High,3.582376475
Male,18,William Johnson,Arizona,Rural,LE3,A,Graduate,Graduate,Teacher,Services,Other,70.0,70.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,3.080676135
Male,15,William Williams,Arizona,Urban,LE3,T,Graduate,Graduate,At_home,Other,Mother,70.0,70.0,60.0,80.0,0,0.0,Medium,No,0,Medium,
Female,15,Evelyn Williams,Arizona,Rural,LE3,A,PostGraduate,PostGraduate,Other,Teacher,Other,90.0,80.0,80.0,90.0,0,0.0,High,No,0,High,3.55165033
Female,17,Sophia Smith,Oregon,Rural,GT3,A,PostGraduate,PostGraduate,Health,Other,Father,70.0,,100.0,100.0,0,0.0,High,Yes,0,High,
Male,15,Mason Johnson,Arizona,Rural,LE3,A,Graduate,Graduate,Other,Services,Mother,60.0,70.0,60.0,80.0,0,0.0,Medium,No,0,Medium,3.078035607
Male,18,William Johnson,California,Rural,LE3,T,PostGraduate,PostGraduate,At_home,Other,Other,80.0,80.0,80.0,100.0,17,0.0,High,No,0,High,
Female,15,Sophia Johnson,California,Urban,LE3,T,Graduate,Graduate,At_home,Other,Father,70.0,70.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,3.077315463
Male,16,Mason Williams,Utah,Rural,GT3,A,PostGraduate,PostGraduate,Services,At_home,Mother,70.0,100.0,100.0,90.0,0,0.0,High,Yes,0,High,3.552370474
Male,16,Mason Williams,Nevada,Rural,GT3,A,Graduate,Graduate,At_home,Other,Father,70.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,
Male,15,Lucas Jones,Utah,Rural,LE3,T,PostGraduate,PostGraduate,Services,Health,Other,90.0,80.0,90.0,100.0,0,0.0,High,Yes,0,High,3.270314063
Male,15,James Brown,Nevada,Rural,GT3,A,Graduate,Graduate,At_home,Health,Mother,70.0,70.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,3.05955191
Male,15,William Brown,Arizona,Rural,GT3,A,PostGraduate,PostGraduate,Services,Teacher,Mother,90.0,80.0,80.0,100.0,0,0.0,High,No,0,High,
Female,16,Olivia Johnson,Oregon,Rural,GT3,A,PostGraduate,PostGraduate,Services,Other,Mother,100.0,80.0,90.0,100.0,0,0.0,High,Yes,0,High,3.487557512
Male,17,Benjamin Brown,Nevada,Urban,LE3,T,PostGraduate,PostGraduate,Other,Teacher,Father,80.0,80.0,,90.0,0,0.0,High,Yes,0,High,
Male,16,Logan Brown,Arizona,Urban,GT3,T,Graduate,Graduate,Services,Services,Father,60.0,70.0,,70.0,0,,Medium,No,0,Medium,3.058591718
Female,15,Mia Jones,Utah,Rural,GT3,T,PostGraduate,PostGraduate,Teacher,Services,Father,70.0,,,100.0,0,,High,Yes,0,High,3.555011002
Female,18,Ava Williams,Nevada,Rural,LE3,T,PostGraduate,PostGraduate,At_home,At_home,Father,70.0,80.0,100.0,90.0,0,0.0,High,No,0,High,3.679355871
Female,16,Harper Johnson,Nevada,Rural,GT3,T,Graduate,Graduate,Health,At_home,Other,70.0,60.0,60.0,80.0,0,0.0,Medium,No,0,Medium,3.057631526
Female,17,Mia Brown,Oregon,Rural,GT3,T,Graduate,Graduate,At_home,Other,Father,,70.0,,70.0,0,0.0,Medium,Yes,0,Medium,
Female,17,Sophia Williams,Oregon,Rural,LE3,A,Graduate,Graduate,Other,Other,Father,60.0,70.0,60.0,80.0,0,0.0,Medium,No,0,Medium,3.05595119
Male,15,Mason Williams,California,Urban,LE3,A,PostGraduate,PostGraduate,Other,Teacher,Father,100.0,80.0,100.0,90.0,0,0.0,High,Yes,0,High,3.261432286
Male,17,Lucas Brown,Utah,Rural,GT3,A,Graduate,Graduate,Services,Teacher,Other,60.0,70.0,70.0,70.0,0,0.0,Medium,No,0,Medium,3.055231046
Male,17,Benjamin Jones,Oregon,Urban,GT3,A,Graduate,Graduate,Other,Other,Other,60.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,3.054990998
Female,16,Ava Smith,Arizona,Urban,GT3,A,Graduate,Graduate,Other,Other,Mother,60.0,70.0,70.0,70.0,0,0.0,4,Yes,0,Medium,3.05475095
Female,15,Mia Johnson,Arizona,Urban,LE3,A,Graduate,Graduate,At_home,At_home,Father,60.0,70.0,60.0,80.0,0,,Medium,Yes,0,Medium,3.054030806
Female,17,Isabella Johnson,California,Urban,LE3,T,Graduate,Graduate,Teacher,At_home,Mother,70.0,60.0,60.0,,0,0.0,Medium,No,0,Medium,3.061232246
Male,17,Benjamin Johnson,Oregon,Urban,GT3,A,PostGraduate,PostGraduate,Teacher,At_home,Mother,90.0,80.0,100.0,100.0,0,0.0,High,No,0,High,3.422984597
Male,15,Noah Smith,Oregon,Rural,GT3,A,Graduate,Graduate,Services,Other,Other,60.0,70.0,60.0,70.0,0,0.0,Medium,No,0,Medium,3.061472294
Male,16,Lucas Williams,Arizona,Rural,GT3,T,Graduate,Graduate,Other,Teacher,Other,70.0,60.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,3.068193639
Male,15,Noah Johnson,Nevada,Rural,GT3,T,PostGraduate,PostGraduate,Other,Health,Mother,70.0,80.0,100.0,100.0,0,,High,Yes,0,High,3.627025405
Male,15,Noah Williams,Nevada,Rural,LE3,A,PostGraduate,PostGraduate,Teacher,Health,Mother,,100.0,100.0,100.0,0,0.0,High,Yes,0,High,3.416263253
Male,16,William Jones,Arizona,Urban,GT3,A,Graduate,Graduate,Services,Teacher,Father,70.0,,70.0,70.0,0,0.0,Medium,No,0,Medium,3.067473495
Female,17,Sophia Johnson,Utah,Urban,LE3,A,Graduate,Graduate,Other,Teacher,Other,70.0,60.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,3.190378076
Male,16,Noah Brown,California,Rural,LE3,T,PostGraduate,PostGraduate,Services,Teacher,Other,80.0,100.0,90.0,100.0,0,0.0,High,Yes,0,High,3.426345269
Male,15,Liam Jones,California,Urban,LE3,T,Graduate,Graduate,At_home,At_home,Mother,70.0,60.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,3.066273255
Male,15,James Johnson,Arizona,Rural,GT3,T,Graduate,Graduate,Other,Services,Other,60.0,60.0,60.0,80.0,0,0.0,Medium,No,0,Medium,3.19709942
Male,15,Logan Jones,Arizona,Urban,LE3,T,Graduate,Graduate,Other,Other,Mother,60.0,60.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,3.065793159
Male,16,Liam Johnson,Oregon,Urban,LE3,A,Graduate,Graduate,Other,At_home,Mother,70.0,60.0,70.0,70.0,0,0.0,Medium,No,0,Medium,3.196379276
Female,19,Charlotte Smith,California,Urban,GT3,A,PostGraduate,PostGraduate,Teacher,Health,Other,80.0,,100.0,100.0,0,0.0,High,Yes,0,High,
Male,15,James Williams,California,Urban,GT3,A,PostGraduate,PostGraduate,Teacher,Other,Father,100.0,100.0,80.0,90.0,0,0.0,High,Yes,0,High,3.415303061
Male,15,Logan Jones,Utah,Rural,LE3,T,Graduate,Graduate,Other,Teacher,Other,60.0,60.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,3.062192438
Female,15,Mia Jones,California,Urban,GT3,T,Graduate,Graduate,Other,Health,Mother,,70.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,3.061712342
Female,15,Olivia Brown,Oregon,Rural,LE3,A,Graduate,Graduate,At_home,Teacher,Mother,70.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,3.183176635
Male,15,Lucas Williams,Nevada,Rural,GT3,A,PostGraduate,PostGraduate,At_home,Teacher,Father,80.0,100.0,90.0,90.0,0,0.0,High,No,0,High,3.625585117
Male,15,Liam Williams,Arizona,Urban,LE3,A,Graduate,Graduate,Services,Teacher,Mother,70.0,60.0,,,0,0.0,Medium,No,0,Medium,
Male,15,James Jones,California,Rural,LE3,T,Graduate,Graduate,Services,Other,Father,60.0,60.0,,,0,,Medium,Yes,0,Medium,3.1934987
Male,18,Mason Smith,Utah,Rural,GT3,A,Graduate,Graduate,Teacher,Health,Other,60.0,60.0,,80.0,0,0.0,Medium,No,0,Medium,3.097239448
Male,16,Benjamin Williams,Utah,Rural,GT3,T,Graduate,Graduate,Health,Health,Father,60.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,3.0969994
Female,16,Emma Brown,California,Rural,GT3,A,Graduate,Graduate,At_home,Teacher,Mother,60.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,3.08859772
Female,18,Charlotte Jones,California,Urban,LE3,A,Graduate,Graduate,Services,At_home,Mother,60.0,70.0,70.0,80.0,0,,Medium,No,0,Medium,3.088117624
Male,18,Noah Smith,Nevada,Urban,LE3,T,Graduate,Graduate,At_home,Services,Father,70.0,70.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,3.087877576
Male,15,Benjamin Brown,Oregon,Urban,GT3,T,Graduate,Graduate,At_home,At_home,Other,60.0,70.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,3.086437287
Female,15,Mia Johnson,Nevada,Urban,LE3,T,PostGraduate,PostGraduate,Health,Other,Father,70.0,100.0,80.0,100.0,0,0.0,High,No,0,High,
Female,15,Emma Brown,Nevada,Rural,GT3,A,PostGraduate,PostGraduate,At_home,Services,Mother,80.0,90.0,100.0,100.0,0,,High,No,0,High,3.223024605
Male,15,Benjamin Smith,Oregon,Rural,LE3,T,PostGraduate,PostGraduate,Health,At_home,Other,100.0,80.0,100.0,90.0,0,0.0,High,Yes,0,High,3.444108822
Male,15,Mason Williams,Utah,Urban,LE3,A,PostGraduate,PostGraduate,Health,Health,Father,90.0,90.0,100.0,90.0,0,0.0,High,No,0,High,3.448429686
Male,18,Oliver Johnson,Arizona,Urban,GT3,T,PostGraduate,PostGraduate,At_home,At_home,Father,90.0,100.0,80.0,90.0,0,0.0,High,No,0,High,3.438827766
Male,17,Noah Johnson,Arizona,Rural,GT3,A,PostGraduate,PostGraduate,At_home,Teacher,Father,100.0,100.0,100.0,90.0,0,0.0,High,No,0,High,3.44074815
Male,17,Lucas Smith,Utah,Urban,LE3,T,PostGraduate,PostGraduate,Services,Other,Mother,100.0,80.0,80.0,100.0,0,0.0,High,Yes,0,High,3.624624925
Male,15,Liam Johnson,Oregon,Rural,LE3,T,PostGraduate,PostGraduate,At_home,At_home,Mother,70.0,80.0,80.0,90.0,0,0.0,High,Yes,0,High,3.674074815
Female,15,Sophia Smith,Arizona,Urban,LE3,A,PostGraduate,PostGraduate,At_home,At_home,Mother,90.0,100.0,90.0,100.0,0,0.0,High,Yes,0,High,3.2115023
Female,15,Charlotte Williams,California,Rural,LE3,T,PostGraduate,PostGraduate,At_home,Services,Other,,100.0,100.0,90.0,0,0.0,High,No,0,High,3.45755151
Female,19,Mia Jones,California,Rural,GT3,A,Graduate,Graduate,Services,Teacher,Other,60.0,60.0,70.0,80.0,0,0.0,Medium,No,0,Medium,3.09219844
Female,15,Sophia Johnson,Nevada,Urban,GT3,A,Graduate,Graduate,Health,Services,Other,70.0,70.0,70.0,70.0,0,0.0,Medium,No,0,Medium,3.091958392
Male,15,Elijah Brown,Arizona,Urban,GT3,A,PostGraduate,PostGraduate,Services,Other,Mother,80.0,90.0,90.0,100.0,0,0.0,High,No,0,High,3.452030406
Female,16,Amelia Williams,Utah,Urban,LE3,T,Graduate,Graduate,At_home,Other,Other,70.0,70.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,3.0909982
Female,15,Ava Brown,Utah,Rural,LE3,A,PostGraduate,PostGraduate,Other,Teacher,Other,100.0,100.0,90.0,90.0,0,0.0,High,Yes,0,High,3.612142428
Male,16,Noah Johnson,Oregon,Urban,LE3,T,Graduate,Graduate,At_home,Services,Father,70.0,,70.0,70.0,0,0.0,Medium,Yes,0,Medium,2.893678736
Female,16,Isabella Jones,Nevada,Urban,LE3,T,PostGraduate,PostGraduate,Services,Teacher,Mother,80.0,80.0,90.0,90.0,0,0.0,High,Yes,0,High,3.59629926
Male,15,William Johnson,Arizona,Urban,GT3,A,PostGraduate,PostGraduate,Services,Services,Father,100.0,80.0,80.0,100.0,0,0.0,High,Yes,0,High,
Male,15,Liam Jones,Arizona,Urban,GT3,T,Graduate,Graduate,Teacher,Health,Mother,70.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,2.69659932
Female,15,Olivia Brown,Nevada,Urban,GT3,A,PostGraduate,PostGraduate,Other,Teacher,Mother,90.0,100.0,100.0,100.0,0,0.0,High,Yes,0,High,3.454910982
Female,17,Ava Jones,Utah,Rural,LE3,A,PostGraduate,PostGraduate,Services,Other,Other,70.0,80.0,100.0,100.0,0,0.0,High,No,0,High,3.208381676
Female,15,Isabella Williams,Utah,Urban,GT3,A,PostGraduate,PostGraduate,Health,Services,Father,100.0,80.0,100.0,100.0,0,0.0,High,No,0,High,3.451070214
Male,15,Logan Johnson,Arizona,Urban,GT3,A,Graduate,Graduate,At_home,Health,Father,,70.0,60.0,80.0,0,0.0,Medium,No,0,Medium,2.629145829
Female,17,Mia Williams,Oregon,Urban,GT3,A,Graduate,Graduate,Health,Other,Other,70.0,60.0,60.0,80.0,0,0.0,Medium,Yes,0,Medium,2.629385877
Male,17,Oliver Brown,Utah,Urban,GT3,A,PostGraduate,PostGraduate,Services,Services,Father,100.0,90.0,90.0,90.0,0,0.0,High,Yes,0,High,
Female,16,Amelia Smith,Oregon,Rural,LE3,T,PostGraduate,PostGraduate,Services,Health,Father,80.0,80.0,80.0,100.0,0,0.0,High,Yes,0,High,
Male,17,Noah Johnson,Nevada,Rural,LE3,T,Graduate,Graduate,Health,Other,Mother,60.0,70.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,2.629625925
Female,15,Harper Smith,Oregon,Urban,GT3,T,PostGraduate,PostGraduate,Health,Other,Father,100.0,90.0,90.0,100.0,0,0.0,High,No,0,High,3.458031606
Female,15,Evelyn Johnson,Utah,Urban,GT3,T,PostGraduate,PostGraduate,Teacher,Health,Father,,90.0,,90.0,0,0.0,High,Yes,0,High,3.457791558
Male,16,Noah Jones,Oregon,Urban,GT3,T,Graduate,Graduate,At_home,Other,Mother,70.0,70.0,70.0,70.0,0,0.0,Medium,No,0,Medium,2.629865973
Female,15,Evelyn Jones,Utah,Rural,GT3,A,Graduate,Graduate,Health,Services,Other,70.0,70.0,60.0,70.0,0,0.0,Medium,No,0,Medium,
Female,18,Ava Jones,Arizona,Rural,GT3,T,Graduate,Graduate,At_home,Services,Mother,60.0,70.0,,70.0,0,0.0,Medium,No,0,Medium,2.630346069
Male,15,Noah Williams,Arizona,Urban,LE3,A,PostGraduate,PostGraduate,Other,Other,Other,80.0,,90.0,90.0,0,0.0,High,Yes,0,High,3.206221244
Female,18,Olivia Smith,Arizona,Rural,GT3,T,Graduate,Graduate,Services,At_home,Other,70.0,60.0,60.0,70.0,0,0.0,Medium,No,0,Medium,
Female,15,Harper Johnson,Oregon,Rural,GT3,T,PostGraduate,PostGraduate,Health,Health,Mother,80.0,90.0,90.0,,0,0.0,High,Yes,0,High,3.44914983
Male,15,Lucas Smith,Arizona,Rural,GT3,A,Graduate,Graduate,Other,At_home,Mother,70.0,60.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,2.630826165
Female,15,Harper Smith,Oregon,Rural,LE3,T,PostGraduate,PostGraduate,Services,Services,Other,,100.0,100.0,100.0,0,0.0,High,No,0,High,3.674314863
Male,15,Liam Jones,Utah,Rural,LE3,T,PostGraduate,PostGraduate,Teacher,Other,Mother,70.0,100.0,100.0,90.0,0,0.0,High,No,0,High,3.201660332
Female,17,Sophia Smith,Oregon,Rural,LE3,T,Graduate,Graduate,Services,Teacher,Mother,70.0,60.0,70.0,80.0,0,0.0,Medium,Yes,0,Medium,2.631066213
Female,15,Charlotte Brown,California,Urban,LE3,A,PostGraduate,PostGraduate,Health,Teacher,Father,100.0,90.0,90.0,90.0,0,0.0,High,Yes,0,High,3.438587718
Male,17,Elijah Brown,Utah,Rural,LE3,T,PostGraduate,PostGraduate,Other,At_home,Mother,80.0,90.0,80.0,100.0,0,0.0,High,No,0,High,3.204060812
Female,15,Harper Jones,Arizona,Urban,GT3,A,Graduate,Graduate,Other,At_home,Mother,60.0,60.0,,80.0,0,0.0,Medium,Yes,0,Medium,2.631306261
Male,15,Elijah Brown,California,Rural,GT3,T,PostGraduate,PostGraduate,Other,At_home,Father,70.0,90.0,90.0,100.0,0,0.0,High,Yes,0,High,3.624864973
Male,15,Oliver Williams,California,Urban,LE3,A,Graduate,Graduate,Services,Services,Other,70.0,60.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,2.631786357
Female,17,Isabella Jones,California,Rural,LE3,T,PostGraduate,PostGraduate,At_home,Services,Other,90.0,100.0,80.0,100.0,0,0.0,High,Yes,0,High,3.443628726
Male,18,Logan Jones,Arizona,Urban,LE3,A,PostGraduate,PostGraduate,At_home,Other,Mother,80.0,100.0,100.0,100.0,0,,High,No,0,High,
Female,15,Olivia Smith,Oregon,Urban,GT3,A,PostGraduate,PostGraduate,Services,Services,Mother,90.0,90.0,80.0,90.0,0,0.0,High,Yes,0,High,3.221824365
Male,18,Benjamin Johnson,Nevada,Rural,LE3,T,PostGraduate,PostGraduate,Health,Other,Other,90.0,100.0,90.0,100.0,0,0.0,High,No,0,High,3.479635927
Female,15,Emma Brown,Oregon,Urban,LE3,T,Graduate,Graduate,Services,Other,Mother,70.0,60.0,70.0,70.0,0,0.0,Medium,Yes,0,Medium,2.634426885
Female,15,Olivia Smith,Arizona,Urban,LE3,T,PostGraduate,PostGraduate,At_home,At_home,Other,100.0,80.0,100.0,90.0,0,0.0,High,Yes,0,High,3.223264653
Male,15,Oliver Williams,Arizona,Rural,GT3,A,PostGraduate,PostGraduate,Services,Teacher,Other,90.0,80.0,90.0,90.0,0,0.0,High,Yes,0,High,3.223504701
Female,15,Sophia Johnson,California,Urban,LE3,T,Graduate,Graduate,Other,At_home,Father,60.0,70.0,60.0,70.0,0,0.0,Medium,Yes,0,Medium,2.632026405
